Comunidades y ciudades autónomas;Grupo de edad;Periodo;Total
Asturias, Principado de;Menos de 18 años;2014;9
Asturias, Principado de;Menos de 18 años;2013;3
Asturias, Principado de;Menos de 18 años;2012;4
Asturias, Principado de;Menos de 18 años;2011;5
Asturias, Principado de;De 18 a 24 años;2023;90
Asturias, Principado de;De 18 a 24 años;2022;71
Asturias, Principado de;De 18 a 24 años;2021;61
Asturias, Principado de;De 18 a 24 años;2020;71
Asturias, Principado de;De 18 a 24 años;2019;80
Asturias, Principado de;De 18 a 24 años;2018;80
Asturias, Principado de;De 18 a 24 años;2017;81
Asturias, Principado de;De 18 a 24 años;2016;69
Asturias, Principado de;De 18 a 24 años;2015;51
Asturias, Principado de;De 18 a 24 años;2014;47
Asturias, Principado de;De 18 a 24 años;2013;53
Asturias, Principado de;De 18 a 24 años;2012;55
Asturias, Principado de;De 18 a 24 años;2011;87
Asturias, Principado de;De 25 a 44 años;2023;441
Asturias, Principado de;De 25 a 44 años;2022;413
Asturias, Principado de;De 25 a 44 años;2021;325
Asturias, Principado de;De 25 a 44 años;2020;384
Asturias, Principado de;De 25 a 44 años;2019;390
Asturias, Principado de;De 25 a 44 años;2018;372
Asturias, Principado de;De 25 a 44 años;2017;355
Asturias, Principado de;De 25 a 44 años;2016;334
Asturias, Principado de;De 25 a 44 años;2015;296
Asturias, Principado de;De 25 a 44 años;2014;298
Asturias, Principado de;De 25 a 44 años;2013;287
Asturias, Principado de;De 25 a 44 años;2012;288
Asturias, Principado de;De 25 a 44 años;2011;383
Asturias, Principado de;De 45 a 64 años;2023;189
Asturias, Principado de;De 45 a 64 años;2022;181
Asturias, Principado de;De 45 a 64 años;2021;123
Asturias, Principado de;De 45 a 64 años;2020;146
Asturias, Principado de;De 45 a 64 años;2019;142
Asturias, Principado de;De 45 a 64 años;2018;126
Asturias, Principado de;De 45 a 64 años;2017;138
Asturias, Principado de;De 45 a 64 años;2016;135
Asturias, Principado de;De 45 a 64 años;2015;118
Asturias, Principado de;De 45 a 64 años;2014;102
Asturias, Principado de;De 45 a 64 años;2013;88
Asturias, Principado de;De 45 a 64 años;2012;92
Asturias, Principado de;De 45 a 64 años;2011;113
Asturias, Principado de;65 y más años;2023;23
Asturias, Principado de;65 y más años;2022;28
Asturias, Principado de;65 y más años;2021;23
Asturias, Principado de;65 y más años;2020;18
Asturias, Principado de;65 y más años;2019;19
Asturias, Principado de;65 y más años;2018;22
Asturias, Principado de;65 y más años;2017;25
Asturias, Principado de;65 y más años;2016;17
Asturias, Principado de;65 y más años;2015;10
Asturias, Principado de;65 y más años;2014;10
Asturias, Principado de;65 y más años;2013;10
Asturias, Principado de;65 y más años;2012;7
Asturias, Principado de;65 y más años;2011;15
Balears, Illes;Todas las edades;2023;1.427
Balears, Illes;Todas las edades;2022;1.245
Balears, Illes;Todas las edades;2021;992
Balears, Illes;Todas las edades;2020;1.002
Balears, Illes;Todas las edades;2019;1.160
Balears, Illes;Todas las edades;2018;999
Balears, Illes;Todas las edades;2017;874
Balears, Illes;Todas las edades;2016;853
Balears, Illes;Todas las edades;2015;822
Balears, Illes;Todas las edades;2014;761
Balears, Illes;Todas las edades;2013;844
Balears, Illes;Todas las edades;2012;776
Balears, Illes;Todas las edades;2011;876
Balears, Illes;Menos de 18 años;2023;19
Balears, Illes;Menos de 18 años;2022;17
Balears, Illes;Menos de 18 años;2021;20
Balears, Illes;Menos de 18 años;2020;18
Balears, Illes;Menos de 18 años;2019;24
Balears, Illes;Menos de 18 años;2018;30
Balears, Illes;Menos de 18 años;2017;14
Balears, Illes;Menos de 18 años;2016;16
Balears, Illes;Menos de 18 años;2015;17
Balears, Illes;Menos de 18 años;2014;14
Balears, Illes;Menos de 18 años;2013;10
Balears, Illes;Menos de 18 años;2012;8
Balears, Illes;Menos de 18 años;2011;3
Balears, Illes;De 18 a 24 años;2023;192
Balears, Illes;De 18 a 24 años;2022;177
Balears, Illes;De 18 a 24 años;2021;156
Balears, Illes;De 18 a 24 años;2020;148
Balears, Illes;De 18 a 24 años;2019;155
Balears, Illes;De 18 a 24 años;2018;146
Balears, Illes;De 18 a 24 años;2017;129
Balears, Illes;De 18 a 24 años;2016;116
Balears, Illes;De 18 a 24 años;2015;120
Balears, Illes;De 18 a 24 años;2014;121
Balears, Illes;De 18 a 24 años;2013;136
Balears, Illes;De 18 a 24 años;2012;116
Balears, Illes;De 18 a 24 años;2011;120
Balears, Illes;De 25 a 44 años;2023;899
Balears, Illes;De 25 a 44 años;2022;761
Balears, Illes;De 25 a 44 años;2021;606
Balears, Illes;De 25 a 44 años;2020;633
Balears, Illes;De 25 a 44 años;2019;735
Balears, Illes;De 25 a 44 años;2018;616
Balears, Illes;De 25 a 44 años;2017;548
Balears, Illes;De 25 a 44 años;2016;568
Balears, Illes;De 25 a 44 años;2015;530
Balears, Illes;De 25 a 44 años;2014;500
Balears, Illes;De 25 a 44 años;2013;550
Balears, Illes;De 25 a 44 años;2012;509
Balears, Illes;De 25 a 44 años;2011;602
Balears, Illes;De 45 a 64 años;2023;294
Balears, Illes;De 45 a 64 años;2022;269
Balears, Illes;De 45 a 64 años;2021;200
Balears, Illes;De 45 a 64 años;2020;195
Balears, Illes;De 45 a 64 años;2019;230
Balears, Illes;De 45 a 64 años;2018;192
Balears, Illes;De 45 a 64 años;2017;162
Balears, Illes;De 45 a 64 años;2016;146
Balears, Illes;De 45 a 64 años;2015;143
Balears, Illes;De 45 a 64 años;2014;116
Balears, Illes;De 45 a 64 años;2013;136
Balears, Illes;De 45 a 64 años;2012;133
Balears, Illes;De 45 a 64 años;2011;141
Balears, Illes;65 y más años;2023;23
Balears, Illes;65 y más años;2022;21
Balears, Illes;65 y más años;2021;10
Balears, Illes;65 y más años;2020;8
Balears, Illes;65 y más años;2019;16
Balears, Illes;65 y más años;2018;15
Balears, Illes;65 y más años;2017;21
Balears, Illes;65 y más años;2016;7
Balears, Illes;65 y más años;2015;12
Balears, Illes;65 y más años;2014;10
Balears, Illes;65 y más años;2013;12
Balears, Illes;65 y más años;2012;10
Balears, Illes;65 y más años;2011;10
Canarias;Todas las edades;2023;2.524
Canarias;Todas las edades;2022;1.987
Canarias;Todas las edades;2021;1.825
Canarias;Todas las edades;2020;1.734
Canarias;Todas las edades;2019;1.705
Canarias;Todas las edades;2018;1.671
Canarias;Todas las edades;2017;1.339
Canarias;Todas las edades;2016;1.301
Canarias;Todas las edades;2015;1.261
Canarias;Todas las edades;2014;1.163
Canarias;Todas las edades;2013;1.341
Canarias;Todas las edades;2012;1.432
Canarias;Todas las edades;2011;1.495
Canarias;Menos de 18 años;2023;28
Canarias;Menos de 18 años;2022;25
Canarias;Menos de 18 años;2021;23
Canarias;Menos de 18 años;2020;20
Canarias;Menos de 18 años;2019;36
Canarias;Menos de 18 años;2018;33
Canarias;Menos de 18 años;2017;19
Canarias;Menos de 18 años;2016;20
Canarias;Menos de 18 años;2015;20
Canarias;Menos de 18 años;2014;25
Canarias;Menos de 18 años;2013;18
Canarias;Menos de 18 años;2012;26
Canarias;Menos de 18 años;2011;20
Canarias;De 18 a 24 años;2023;335
Canarias;De 18 a 24 años;2022;263
Canarias;De 18 a 24 años;2021;269
Canarias;De 18 a 24 años;2020;238
Canarias;De 18 a 24 años;2019;264
Canarias;De 18 a 24 años;2018;266
Canarias;De 18 a 24 años;2017;200
Canarias;De 18 a 24 años;2016;186
Canarias;De 18 a 24 años;2015;192
Canarias;De 18 a 24 años;2014;173
Canarias;De 18 a 24 años;2013;218
Canarias;De 18 a 24 años;2012;244
Canarias;De 18 a 24 años;2011;253
Canarias;De 25 a 44 años;2023;1.524
Canarias;De 25 a 44 años;2022;1.218
Canarias;De 25 a 44 años;2021;1.089
Canarias;De 25 a 44 años;2020;1.050
Canarias;De 25 a 44 años;2019;1.051
Canarias;De 25 a 44 años;2018;1.016
Canarias;De 25 a 44 años;2017;812
Canarias;De 25 a 44 años;2016;822
Canarias;De 25 a 44 años;2015;764
Canarias;De 25 a 44 años;2014;712
Canarias;De 25 a 44 años;2013;837
Canarias;De 25 a 44 años;2012;907
Canarias;De 25 a 44 años;2011;897
Canarias;De 45 a 64 años;2023;577
Canarias;De 45 a 64 años;2022;435
Canarias;De 45 a 64 años;2021;413
Canarias;De 45 a 64 años;2020;389
Canarias;De 45 a 64 años;2019;316
Canarias;De 45 a 64 años;2018;325
Canarias;De 45 a 64 años;2017;281
Canarias;De 45 a 64 años;2016;258
Canarias;De 45 a 64 años;2015;271
Canarias;De 45 a 64 años;2014;230
Canarias;De 45 a 64 años;2013;254
Canarias;De 45 a 64 años;2012;229
Canarias;De 45 a 64 años;2011;294
Canarias;65 y más años;2023;60
Canarias;65 y más años;2022;46
Canarias;65 y más años;2021;31
Canarias;65 y más años;2020;37
Canarias;65 y más años;2019;38
Canarias;65 y más años;2018;31
Canarias;65 y más años;2017;27
Canarias;65 y más años;2016;15
Canarias;65 y más años;2015;14
Canarias;65 y más años;2014;23
Canarias;65 y más años;2013;14
Canarias;65 y más años;2012;26
Canarias;65 y más años;2011;31
Cantabria;Todas las edades;2023;738
Cantabria;Todas las edades;2022;582
Cantabria;Todas las edades;2021;482
Cantabria;Todas las edades;2020;407
Cantabria;Todas las edades;2019;460
Cantabria;Todas las edades;2018;494
Cantabria;Todas las edades;2017;450
Cantabria;Todas las edades;2016;470
Cantabria;Todas las edades;2015;391
Cantabria;Todas las edades;2014;374
Cantabria;Todas las edades;2013;353
Cantabria;Todas las edades;2012;334
Cantabria;Todas las edades;2011;405
Cantabria;Menos de 18 años;2023;10
Cantabria;Menos de 18 años;2022;14
Cantabria;Menos de 18 años;2021;12
Cantabria;Menos de 18 años;2020;5
Cantabria;Menos de 18 años;2019;4
Cantabria;Menos de 18 años;2018;10
Cantabria;Menos de 18 años;2017;8
Cantabria;Menos de 18 años;2016;5
Cantabria;Menos de 18 años;2015;4
Cantabria;Menos de 18 años;2014;4
Cantabria;Menos de 18 años;2013;8
Cantabria;Menos de 18 años;2012;5
Cantabria;Menos de 18 años;2011;2
Cantabria;De 18 a 24 años;2023;111
Cantabria;De 18 a 24 años;2022;90
Cantabria;De 18 a 24 años;2021;65
Cantabria;De 18 a 24 años;2020;62
Cantabria;De 18 a 24 años;2019;71
Cantabria;De 18 a 24 años;2018;59
Cantabria;De 18 a 24 años;2017;61
Cantabria;De 18 a 24 años;2016;70
Cantabria;De 18 a 24 años;2015;39
Cantabria;De 18 a 24 años;2014;55
Cantabria;De 18 a 24 años;2013;43
Cantabria;De 18 a 24 años;2012;54
Cantabria;De 18 a 24 años;2011;61
Cantabria;De 25 a 44 años;2023;425
Cantabria;De 25 a 44 años;2022;322
Cantabria;De 25 a 44 años;2021;275
Cantabria;De 25 a 44 años;2020;246
Cantabria;De 25 a 44 años;2019;282
Cantabria;De 25 a 44 años;2018;309
Cantabria;De 25 a 44 años;2017;294
Cantabria;De 25 a 44 años;2016;288
Cantabria;De 25 a 44 años;2015;255
Cantabria;De 25 a 44 años;2014;240
Cantabria;De 25 a 44 años;2013;237
Cantabria;De 25 a 44 años;2012;215
Cantabria;De 25 a 44 años;2011;258
Cantabria;De 45 a 64 años;2023;176
Cantabria;De 45 a 64 años;2022;135
Cantabria;De 45 a 64 años;2021;120
Cantabria;De 45 a 64 años;2020;84
Cantabria;De 45 a 64 años;2019;89
Cantabria;De 45 a 64 años;2018;104
Cantabria;De 45 a 64 años;2017;82
Cantabria;De 45 a 64 años;2016;93
Cantabria;De 45 a 64 años;2015;84
Cantabria;De 45 a 64 años;2014;69
Cantabria;De 45 a 64 años;2013;56
Cantabria;De 45 a 64 años;2012;56
Cantabria;De 45 a 64 años;2011;78
Cantabria;65 y más años;2023;16
Cantabria;65 y más años;2022;21
Cantabria;65 y más años;2021;10
Cantabria;65 y más años;2020;10
Cantabria;65 y más años;2019;14
Cantabria;65 y más años;2018;12
Cantabria;65 y más años;2017;5
Cantabria;65 y más años;2016;14
Cantabria;65 y más años;2015;9
Cantabria;65 y más años;2014;6
Cantabria;65 y más años;2013;9
Cantabria;65 y más años;2012;4
Cantabria;65 y más años;2011;6
Castilla y León;Todas las edades;2023;1.926
Castilla y León;Todas las edades;2022;1.670
Castilla y León;Todas las edades;2021;1.551
Castilla y León;Todas las edades;2020;1.497
Castilla y León;Todas las edades;2019;1.534
Castilla y León;Todas las edades;2018;1.452
Castilla y León;Todas las edades;2017;1.428
Castilla y León;Todas las edades;2016;1.394
Castilla y León;Todas las edades;2015;1.479
Castilla y León;Todas las edades;2014;1.534
Castilla y León;Todas las edades;2013;1.437
Castilla y León;Todas las edades;2012;1.520
Castilla y León;Todas las edades;2011;1.626
Castilla y León;Menos de 18 años;2023;34
Castilla y León;Menos de 18 años;2022;26
Castilla y León;Menos de 18 años;2021;38
Castilla y León;Menos de 18 años;2020;21
Castilla y León;Menos de 18 años;2019;31
Castilla y León;Menos de 18 años;2018;21
Castilla y León;Menos de 18 años;2017;21
Castilla y León;Menos de 18 años;2016;31
Castilla y León;Menos de 18 años;2015;31
Castilla y León;Menos de 18 años;2014;29
Castilla y León;Menos de 18 años;2013;28
Castilla y León;Menos de 18 años;2012;25
Castilla y León;Menos de 18 años;2011;43
Castilla y León;De 18 a 24 años;2023;274
Castilla y León;De 18 a 24 años;2022;221
Castilla y León;De 18 a 24 años;2021;216
Castilla y León;De 18 a 24 años;2020;221
Castilla y León;De 18 a 24 años;2019;250
Castilla y León;De 18 a 24 años;2018;232
Castilla y León;De 18 a 24 años;2017;239
Castilla y León;De 18 a 24 años;2016;221
Castilla y León;De 18 a 24 años;2015;211
Castilla y León;De 18 a 24 años;2014;213
Castilla y León;De 18 a 24 años;2013;195
Castilla y León;De 18 a 24 años;2012;214
Castilla y León;De 18 a 24 años;2011;259
Castilla y León;De 25 a 44 años;2023;1.119
Castilla y León;De 25 a 44 años;2022;980
Castilla y León;De 25 a 44 años;2021;925
Castilla y León;De 25 a 44 años;2020;871
Castilla y León;De 25 a 44 años;2019;881
Castilla y León;De 25 a 44 años;2018;847
Castilla y León;De 25 a 44 años;2017;829
Castilla y León;De 25 a 44 años;2016;798
Castilla y León;De 25 a 44 años;2015;897
Castilla y León;De 25 a 44 años;2014;941
Castilla y León;De 25 a 44 años;2013;881
Castilla y León;De 25 a 44 años;2012;971
Castilla y León;De 25 a 44 años;2011;993
Castilla y León;De 45 a 64 años;2023;462
Castilla y León;De 45 a 64 años;2022;401
Castilla y León;De 45 a 64 años;2021;335
Castilla y León;De 45 a 64 años;2020;337
Castilla y León;De 45 a 64 años;2019;327
Castilla y León;De 45 a 64 años;2018;314
Castilla y León;De 45 a 64 años;2017;296
Castilla y León;De 45 a 64 años;2016;305
Castilla y León;De 45 a 64 años;2015;298
Castilla y León;De 45 a 64 años;2014;303
Castilla y León;De 45 a 64 años;2013;297
Castilla y León;De 45 a 64 años;2012;278
Castilla y León;De 45 a 64 años;2011;301
Castilla y León;65 y más años;2023;37
Castilla y León;65 y más años;2022;42
Castilla y León;65 y más años;2021;37
Castilla y León;65 y más años;2020;47
Castilla y León;65 y más años;2019;45
Castilla y León;65 y más años;2018;38
Castilla y León;65 y más años;2017;43
Castilla y León;65 y más años;2016;39
Castilla y León;65 y más años;2015;42
Castilla y León;65 y más años;2014;48
Castilla y León;65 y más años;2013;36
Castilla y León;65 y más años;2012;32
Castilla y León;65 y más años;2011;30
Castilla - La Mancha;Todas las edades;2023;1.880
Castilla - La Mancha;Todas las edades;2022;1.813
Castilla - La Mancha;Todas las edades;2021;1.751
Castilla - La Mancha;Todas las edades;2020;1.501
Castilla - La Mancha;Todas las edades;2019;1.682
Castilla - La Mancha;Todas las edades;2018;1.667
Castilla - La Mancha;Todas las edades;2017;1.506
Castilla - La Mancha;Todas las edades;2016;1.550
Castilla - La Mancha;Todas las edades;2015;1.576
Castilla - La Mancha;Todas las edades;2014;1.532
Castilla - La Mancha;Todas las edades;2013;1.510
Castilla - La Mancha;Todas las edades;2012;1.611
Castilla - La Mancha;Todas las edades;2011;1.767
Castilla - La Mancha;Menos de 18 años;2023;33
Castilla - La Mancha;Menos de 18 años;2022;32
Castilla - La Mancha;Menos de 18 años;2021;29
Castilla - La Mancha;Menos de 18 años;2020;36
Castilla - La Mancha;Menos de 18 años;2019;36
Castilla - La Mancha;Menos de 18 años;2018;31
Castilla - La Mancha;Menos de 18 años;2017;31
Castilla - La Mancha;Menos de 18 años;2016;23
Castilla - La Mancha;Menos de 18 años;2015;31
Castilla - La Mancha;Menos de 18 años;2014;39
Castilla - La Mancha;Menos de 18 años;2013;26
Castilla - La Mancha;Menos de 18 años;2012;39
Castilla - La Mancha;Menos de 18 años;2011;44
Castilla - La Mancha;De 18 a 24 años;2023;233
Castilla - La Mancha;De 18 a 24 años;2022;257
Castilla - La Mancha;De 18 a 24 años;2021;246
Castilla - La Mancha;De 18 a 24 años;2020;221
Castilla - La Mancha;De 18 a 24 años;2019;257
Castilla - La Mancha;De 18 a 24 años;2018;246
Castilla - La Mancha;De 18 a 24 años;2017;215
Castilla - La Mancha;De 18 a 24 años;2016;262
Castilla - La Mancha;De 18 a 24 años;2015;254
